ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,bayesaverage
117914,Milestones,2012,2,4,60,10,1096,6.59,2694,2.6,1894,"Network and Route Building, Rondel, Tile Placement",Strategy Games,5.87875
130899,12 Days,2011,3,5,15,8,1292,6.52,2695,1.21,2862,"Auction/Bidding, Set Collection",Family Games,5.91412
40444,Livingstone,2009,2,5,35,8,1464,6.46,2696,2.02,1883,"Area Majority / Influence, Dice Rolling",Family Games,5.87734
93538,Battleship Galaxies,2011,2,4,70,13,1206,6.57,2697,2.38,2583,"Action Points, Area Movement, Dice Rolling","Thematic Games, Wargames",5.85502
120605,Neuroshima: Convoy,2012,2,2,40,10,986,6.71,2698,2.58,2308,"Area Movement, Hand Management, Take That",Strategy Games,5.8489
84469,Fürstenfeld,2010,2,5,60,13,1196,6.52,2699,2.46,1361,"Commodity Speculation, Hand Management",Strategy Games,5.85718
161546,Timeline: American History,2014,2,8,15,8,964,6.7,2700,1.15,2493,Unknown,Family Games,5.88303
142325,Kobayakawa,2013,3,6,15,9,1797,6.35,2701,1.18,2854,Betting and Bluffing,"Family Games, Party Games",5.91198
5942,Mystery Rummy: Al Capone and the Chicago Underworld,2003,2,4,40,8,798,6.84,2702,1.59,1475,Set Collection,"Family Games, Strategy Games",5.85291
65673,Masques,2010,2,4,45,13,1379,6.51,2703,2.01,2978,"Area Majority / Influence, Card Drafting, Hand Management, Memory",Family Games,5.86038
179245,World Championship Russian Roulette,2017,2,6,30,12,783,6.94,2704,1.33,1241,"Betting and Bluffing, Push Your Luck",Party Games,5.94471
277927,Bites,2020,2,5,20,12,532,7.3,2705,1.5,1314,"Commodity Speculation, End Game Bonuses, Set Collection, Track Movement, Variable Set-up",Unknown,6.2639
156266,Apex Theropod Deck-Building Game,2015,1,6,290,14,588,7.33,2706,2.94,1133,Deck Bag and Pool Building,Thematic Games,5.84357
186995,Doctor Who: Time of the Daleks,2017,2,4,120,14,729,7.08,2707,2.36,1799,"Cooperative Game, Dice Rolling, Modular Board",Unknown,5.90074
203102,Buffy the Vampire Slayer: The Board Game,2016,1,6,60,13,973,6.88,2708,2.74,2529,"Cooperative Game, Hand Management, Variable Player Powers",Unknown,5.89233
22278,12 Thieves,2006,2,4,45,8,1538,6.44,2709,1.86,1993,"Area Movement, Hand Management",Family Games,5.86917
213492,Pyramids,2017,2,5,30,10,860,6.75,2710,1.95,1566,"Card Drafting, Pattern Building",Family Games,5.90697
270538,Foothills,2019,2,2,45,10,555,7.19,2711,2.77,1353,"Hand Management, Variable Player Powers",Unknown,5.91247
214,Café International,1989,2,4,60,10,2534,6.24,2712,1.66,3595,"Hand Management, Pattern Building, Tile Placement",Family Games,5.88997
67600,D-Day at Tarawa,2014,1,1,420,0,352,8.21,2713,3.67,1439,"Hexagon Grid, Simulation",Wargames,5.95482
270836,Imperial Settlers: Roll & Write,2019,1,4,30,10,1459,6.46,2714,1.83,2948,"Dice Rolling, Paper-and-Pencil",Unknown,5.87995
243538,Goblivion,2018,1,2,30,12,434,7.87,2715,2.22,917,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",Unknown,5.92427
204837,Game of Thrones: The Iron Throne,2016,3,5,60,18,863,6.85,2716,2.62,1778,"Hand Management, Negotiation, Prisoner's Dilemma, Team-Based Game, Variable Player Powers",Unknown,5.89087
256067,Cupcake Empire,2018,2,4,60,10,580,7.18,2717,2.84,988,"Dice Rolling, Worker Placement",Strategy Games,5.93109
236461,The Game: Face to Face,2017,2,2,20,8,609,7.1,2718,1.33,1347,"Hand Management, Ladder Climbing",Unknown,6.08272
12346,Spooky Stairs,2003,2,4,15,4,1566,6.45,2719,1.1,2683,"Memory, Roll / Spin and Move",Children's Games,5.90636
166158,Dark Tales,2014,2,4,30,14,1195,6.6,2720,1.54,2207,"Hand Management, Set Collection, Storytelling",Unknown,5.8942
161547,Timeline: Americana,2014,2,8,15,8,952,6.7,2721,1.13,2588,Unknown,"Family Games, Party Games",5.87382
25674,Khronos,2006,2,5,90,10,1769,6.36,2722,3.56,2521,"Area Majority / Influence, Hand Management, Multiple Maps, Tile Placement",Strategy Games,5.84922
124847,1911 Amundsen vs Scott,2011,2,2,20,12,961,6.73,2723,1.74,1571,"Card Drafting, Hand Management, Race","Family Games, Thematic Games",5.8644
192547,Go Cuckoo!,2016,2,5,15,4,905,6.74,2724,1.0,1568,Stacking and Balancing,Family Games,5.90459
262114,Rival Restaurants,2019,2,6,60,10,627,8.02,2725,2.32,1853,"Auction/Bidding, Set Collection, Simultaneous Action Selection, Variable Player Powers",Family Games,6.1988
97357,Sunrise City,2012,2,4,60,10,1027,6.63,2726,2.34,1563,"Auction/Bidding, Card Drafting, Tile Placement, Variable Player Powers","Family Games, Strategy Games",5.84577
9,El Caballero,1998,2,4,90,13,1379,6.46,2727,3.18,2570,"Area Majority / Influence, Tile Placement",Strategy Games,5.8564
274428,Gaslands: Refuelled,2019,2,8,90,11,305,8.51,2728,2.83,972,"Dice Rolling, Impulse Movement, Movement Template, Push Your Luck, Variable Player Powers",Unknown,6.18845
25794,Axis & Allies: War at Sea,2007,2,2,60,12,735,7.06,2729,2.08,1238,"Dice Rolling, Grid Movement",Wargames,5.84479
131118,Asgard,2012,2,4,120,12,832,6.82,2730,3.79,1844,"Simultaneous Action Selection, Variable Phase Order, Worker Placement",Strategy Games,5.83751
167698,Magic: The Gathering - Arena of the Planeswalkers,2015,2,5,60,10,2898,6.27,2731,2.34,9974,"Dice Rolling, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Team-Based Game",Thematic Games,5.82065
253106,Narcos: The Board Game,2018,2,5,100,18,557,7.32,2732,3.0,1302,"Hidden Movement, Pick-up and Deliver, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers",Thematic Games,5.92553
35342,Hold the Line,2008,2,2,60,0,527,7.29,2733,1.83,913,"Action Points, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board",Wargames,5.8432
33643,Whoowasit?,2007,2,4,45,6,824,6.83,2734,1.45,1664,"Cooperative Game, Dice Rolling",Children's Games,5.92591
160418,Wing Leader: Victories 1940-1942,2015,2,2,180,0,380,7.93,2735,3.13,1300,"Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid",Wargames,5.87409
155173,Subdivision,2014,1,4,45,13,1285,6.49,2736,2.37,2643,"Card Drafting, Dice Rolling, Network and Route Building, Tile Placement",Family Games,5.85287
95234,Cthulhu Gloom,2011,2,5,60,13,1762,6.4,2737,1.77,4972,"Hand Management, Storytelling, Take That",Thematic Games,5.87147
180198,Rolling America,2015,1,99,15,8,1523,6.4,2739,1.54,3042,"Dice Rolling, Paper-and-Pencil",Family Games,5.8819
29773,Cheeky Monkey,2007,2,6,15,7,1029,6.61,2740,1.15,1216,"Push Your Luck, Set Collection",Family Games,5.89805
147116,The Witcher Adventure Game,2014,2,4,120,16,2286,6.39,2741,2.46,3546,"Action Points, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",Thematic Games,5.88009
149119,Spirits of the Rice Paddy,2015,2,4,90,13,889,6.72,2742,3.09,1850,"Card Drafting, Enclosure, Simultaneous Action Selection, Tile Placement, Worker Placement",Strategy Games,5.84726
4616,Arimaa,2002,2,2,60,10,639,7.24,2743,3.52,969,"Action Points, Grid Movement, Slide/Push, Zone of Control",Abstract Games,5.8633
152899,Pixel Tactics 3,2014,2,2,30,12,592,7.14,2744,2.44,2257,"Hand Management, Variable Player Powers",Unknown,5.84963
68228,Railways of the World: The Card Game,2010,2,4,60,8,897,6.71,2745,2.2,1421,"Card Drafting, Pick-up and Deliver, Set Collection","Family Games, Strategy Games",5.83267
139131,Hoplomachus: Rise of Rome,2013,1,2,30,12,324,8.19,2746,2.94,1012,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Enclosure, Hand Management, Hexagon Grid, Solo / Solitaire Game",Unknown,5.85042
255708,Trekking the National Parks: Second Edition,2018,2,5,60,10,608,7.21,2747,1.73,1638,"Card Drafting, Hand Management, Point to Point Movement, Set Collection",Unknown,6.02482
626,War and Peace,1980,2,6,180,12,1096,6.69,2748,3.32,2639,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.87501
165662,Haru Ichiban,2014,2,2,20,8,986,6.67,2749,1.75,1878,"Grid Movement, Hand Management, Memory, Pattern Building, Simultaneous Action Selection",Abstract Games,5.88007
103132,Rapa Nui,2011,2,4,40,10,812,6.77,2750,2.07,818,"Card Drafting, Hand Management, Stock Holding","Family Games, Strategy Games",5.84378
234190,Unstable Unicorns,2017,2,8,45,14,4149,6.31,2751,1.56,11087,"Hand Management, Set Collection, Take That",Party Games,5.9431
172540,Dragoon,2016,2,4,60,13,833,7.08,2752,1.95,1824,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Grid Movement, Hand Management, Tile Placement",Family Games,5.87774
28025,Wicked Witches Way,2006,2,6,30,8,1473,6.43,2754,1.46,2035,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",Family Games,5.84551
285905,Marvel: Crisis Protocol,2019,2,2,45,14,370,8.41,2755,2.86,1141,"Dice Rolling, Measurement Movement, Variable Player Powers",Unknown,6.25229
169274,Pixel Tactics Deluxe,2015,2,4,45,12,498,7.39,2756,2.58,1988,"Hand Management, Variable Player Powers",Unknown,5.83802
34127,Ticket to Ride: The Card Game,2008,2,4,30,8,3901,6.14,2757,1.87,6146,"Hand Management, Memory, Set Collection",Family Games,5.87808
154910,Darklight: Memento Mori,2018,1,4,120,14,487,8.45,2758,3.57,865,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing, Solo / Solitaire Game, Tile Placement",Thematic Games,5.864
4090,2nd Fleet: Modern Naval Combat in the North Atlantic,1986,1,2,240,12,560,7.29,2759,3.42,1431,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames,5.86451
153728,Fields of Despair: France 1914-1918,2017,2,2,180,13,369,7.95,2760,3.2,1068,"Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames,5.8422
184522,Dead Last,2016,6,12,90,14,1765,6.35,2761,1.05,2955,"Prisoner's Dilemma, Simultaneous Action Selection, Take That, Voting",Party Games,5.83963
140863,Council of Verona,2013,2,5,20,13,1828,6.33,2762,1.4,3079,"Auction/Bidding, Card Drafting, Hand Management","Family Games, Party Games",5.84693
68858,Tanto Cuore: Expanding the House,2010,2,4,45,12,482,7.53,2763,2.13,1467,"Card Drafting, Deck Bag and Pool Building, Hand Management","Customizable Games, Strategy Games",5.85682
258148,Power Rangers: Heroes of the Grid,2019,2,5,60,14,529,8.1,2764,2.71,1176,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Variable Player Powers",Unknown,6.03343
183896,Firefly Fluxx,2016,2,6,30,8,1065,6.68,2765,1.31,3720,"Hand Management, Set Collection","Family Games, Party Games",5.88336
200,Entdecker,1996,2,4,60,10,1411,6.44,2766,2.24,2325,"Area Majority / Influence, Modular Board, Tile Placement","Family Games, Strategy Games",5.86255
380,Polarity,1986,2,4,20,8,1719,6.37,2767,1.68,2368,Unknown,Abstract Games,5.84957
160968,Homeland: The Game,2015,3,6,90,14,1020,6.6,2768,2.65,2532,"Memory, Secret Unit Deployment, Semi-Cooperative Game, Traitor Game, Voting","Strategy Games, Thematic Games",5.83195
138704,Northern Pacific,2013,3,6,60,7,598,7.05,2769,1.55,730,"Commodity Speculation, Network and Route Building",Strategy Games,6.03727
160559,Simurgh,2015,2,5,90,14,876,6.75,2770,2.97,1870,"Modular Board, Tile Placement, Worker Placement",Strategy Games,5.829
5795,Richelieu,2003,2,2,45,12,1041,6.59,2771,1.92,1230,"Card Drafting, Set Collection",Strategy Games,5.84482
25071,Munchkin Cthulhu,2007,3,6,90,10,4969,6.2,2772,1.71,10984,"Dice Rolling, Trading, Variable Player Powers",Thematic Games,5.88086
170199,Solarius Mission,2016,2,4,150,12,512,7.24,2773,3.95,647,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers",Strategy Games,5.85534
41490,Phantom Leader,2010,1,1,30,12,471,7.49,2774,2.6,927,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling",Wargames,5.83747
33003,The Caucasus Campaign,2009,2,2,360,0,414,7.64,2775,3.0,1033,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.83736
156180,Eggs and Empires,2014,2,6,25,8,862,6.71,2776,1.26,1429,"Auction/Bidding, Hand Management, Simultaneous Action Selection",Family Games,5.8454
101020,PAX,2011,1,4,45,10,795,6.78,2777,2.13,1050,"Area Majority / Influence, Card Drafting, Hand Management, Set Collection",Strategy Games,5.84846
174614,Apotheca,2016,1,4,30,13,1025,6.71,2778,1.96,2049,"Action Points, Grid Movement, Team-Based Game, Variable Player Powers",Abstract Games,5.83541
107190,Flash Duel: Second Edition,2011,1,5,15,0,775,6.86,2779,1.62,1110,"Hand Management, Team-Based Game, Variable Player Powers","Family Games, Strategy Games",5.82047
173341,Loopin' Chewie,2014,2,3,15,4,1687,6.33,2780,1.0,3137,Player Elimination,Children's Games,5.88771
129320,Castle Dice,2013,1,4,45,10,964,6.67,2781,2.27,1590,"Dice Rolling, Drafting, Set Collection",Family Games,5.83559
137155,Potato Man,2013,2,5,40,10,849,6.72,2782,1.44,1108,Trick-taking,Family Games,6.07286
262547,Don't Get Got!,2018,2,10,1440,14,568,7.18,2783,1.08,1755,Acting,Party Games,6.15062
19679,Hordes,2006,2,8,60,12,465,7.56,2784,3.32,714,Variable Player Powers,"Thematic Games, Wargames",5.80895
338,Bargain Hunter,1998,3,4,45,10,822,6.74,2785,1.87,1536,"Set Collection, Trick-taking","Family Games, Strategy Games",5.88506
139562,Rockwell,2013,2,4,90,14,575,7.13,2786,3.2,1088,"Area Majority / Influence, Area Movement, Modular Board, Semi-Cooperative Game, Worker Placement",Strategy Games,5.83446
247436,Sherlock: The Tomb of the Archaeologist,2018,1,8,60,10,804,6.78,2787,1.53,1534,"Communication Limits, Cooperative Game, Hand Management, Memory",Unknown,5.87186
235655,Dragon's Breath,2017,2,4,20,5,936,6.66,2788,1.08,1873,"Physical Removal, Set Collection",Children's Games,5.99116
195867,Papà Paolo,2016,2,4,75,10,660,6.98,2789,2.76,1278,"Auction/Bidding, Pick-up and Deliver, Tile Placement, Worker Placement",Unknown,5.85751
1645,War of 1812,1973,2,2,90,12,637,7.03,2790,2.11,1135,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames,5.85375
180602,Game of Trains,2015,2,4,20,8,1661,6.36,2791,1.21,2803,"Card Drafting, Pattern Building",Family Games,5.89421
131891,Lost Legends,2013,3,5,70,10,1307,6.45,2792,2.45,2825,Card Drafting,"Strategy Games, Thematic Games",5.82033
297895,Divvy Dice,2020,1,4,30,8,625,7.0,2793,2.1,1475,"Dice Rolling, End Game Bonuses",Unknown,5.97038
205057,Word Domination,2017,2,4,45,13,599,7.1,2794,1.88,1587,"Area Majority / Influence, Cooperative Game, Tile Placement",Unknown,5.85971
29109,Dust,2007,2,6,180,12,1430,6.45,2795,2.62,2688,"Area Majority / Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers","Thematic Games, Wargames",5.83868
34599,Toledo,2008,2,4,60,10,1988,6.27,2796,2.18,2850,"Hand Management, Point to Point Movement, Worker Placement","Family Games, Strategy Games",5.86272
230191,The Island of El Dorado,2018,2,4,80,10,1374,6.81,2797,1.83,3446,"Action Queue, Area Majority / Influence, Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement, Trading, Worker Placement","Strategy Games, Thematic Games",5.7849
118497,Trick of the Rails,2011,3,5,20,10,869,6.68,2798,2.3,1441,"Stock Holding, Trick-taking",Strategy Games,5.90495
261393,Dungeon Universalis,2019,1,6,180,12,454,8.99,2799,4.1,697,"Action Points, Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing",Thematic Games,6.13499
255664,The Binding of Isaac: Four Souls,2018,2,4,60,13,1241,6.94,2800,2.21,3076,"Dice Rolling, Take That, Variable Player Powers","Strategy Games, Thematic Games",6.06841
221248,Monikers: The Shut Up & Sit Down Nonsense Box,2017,4,20,60,18,303,8.1,2801,1.0,1333,"Acting, Card Drafting, Role Playing",Unknown,5.94903
60131,Ugg-Tect,2009,2,8,45,8,1820,6.3,2802,1.19,2717,"Acting, Pattern Building, Team-Based Game, Tile Placement",Party Games,5.8616
122891,Courtier,2012,2,4,45,10,905,6.66,2803,2.34,1420,"Area Majority / Influence, Card Drafting, Hand Management, Variable Player Powers",Strategy Games,5.83674
171129,Spinderella,2015,2,4,20,6,1321,6.48,2804,1.16,2430,"Race, Roll / Spin and Move, Three Dimensional Movement",Children's Games,5.90238
1038,Tantrix,1991,1,4,30,8,1874,6.33,2805,2.22,3393,"Pattern Building, Tile Placement",Abstract Games,5.8996
199223,Bad Bones,2019,1,6,45,8,679,7.02,2806,2.14,1024,"Cooperative Game, Grid Movement, Simultaneous Action Selection, Take That",Unknown,5.88011
244099,Herbaceous Sprouts,2019,1,4,30,8,590,7.08,2807,1.78,1407,"Card Drafting, Dice Rolling, Drafting, Push Your Luck, Set Collection, Solo / Solitaire Game, Team-Based Game",Unknown,5.90691
186864,Tiefe Taschen,2016,4,8,50,12,511,7.23,2808,1.5,653,"Bribery, Simultaneous Action Selection, Voting",Party Games,5.86263
128063,Uchronia,2012,2,5,60,14,1173,6.5,2809,2.74,1916,"Card Drafting, Follow, Hand Management, Set Collection, Take That, Variable Phase Order",Strategy Games,5.85797
30356,Heartland,2009,2,5,60,8,714,6.84,2810,2.1,843,"Enclosure, Hand Management, Pattern Building, Tile Placement","Family Games, Strategy Games",5.83648
4370,Fische Fluppen Frikadellen,2002,2,5,90,10,986,6.59,2811,2.51,1304,"Multiple Maps, Pick-up and Deliver",Strategy Games,5.83987
25234,Catan Histories: Struggle for Rome,2006,3,4,120,10,1360,6.43,2812,2.55,2535,"Area Movement, Trading",Strategy Games,5.84841
357,Excape,1998,3,6,30,8,1575,6.34,2813,1.14,1463,"Dice Rolling, Push Your Luck",Family Games,5.99869
1430,Caesar: Epic Battle of Alesia,1976,2,4,360,12,612,7.1,2814,2.99,1413,"Area Movement, Dice Rolling, Grid Movement, Hexagon Grid, Hidden Movement, Movement Points, Ratio / Combat Results Table, Simulation",Wargames,5.83821
300001,Renature,2020,2,4,60,8,399,7.71,2815,2.09,1015,"Area Majority / Influence, Tile Placement",Unknown,6.39306
312251,Curious Cargo,2020,2,2,60,12,421,7.53,2816,3.07,1436,"Action Points, Pick-up and Deliver, Tile Placement",Unknown,6.29553
23985,Midgard,2007,3,5,60,12,1004,6.58,2817,2.37,1227,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Set Collection",Strategy Games,5.82871
178302,Welcome to Centerville,2017,2,4,80,12,626,6.98,2818,2.45,1077,"Area Majority / Influence, Dice Rolling, Highest-Lowest Scoring, Set Collection",Strategy Games,5.85733
155,Was sticht?,1993,3,4,60,12,619,6.96,2819,2.4,885,"Card Drafting, Trick-taking","Family Games, Strategy Games",5.83833
280032,Fossilis,2020,2,5,60,8,452,7.55,2820,2.2,1599,"Action Points, Grid Movement, Set Collection, Tile Placement",Unknown,6.05463
1444,SPQR,1992,2,2,240,13,472,7.38,2821,3.72,1202,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Simulation",Wargames,5.8394
225910,Terrors of London,2019,2,2,40,14,562,7.29,2822,2.38,1677,"Deck Bag and Pool Building, Hand Management, Variable Player Powers",Unknown,5.95005
267735,Deckscape: Behind the Curtain,2019,1,6,90,12,597,7.02,2823,2.14,1386,"Cooperative Game, Real-Time",Unknown,5.9679
253664,Taco Cat Goat Cheese Pizza,2018,2,8,30,8,751,6.96,2824,1.04,2211,Pattern Recognition,Party Games,6.17471
73863,Grimoire,2010,2,5,30,12,1342,6.42,2825,1.86,2218,"Card Drafting, Set Collection, Simultaneous Action Selection","Family Games, Strategy Games",5.84086
85769,Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,2012,2,4,300,0,407,7.78,2826,3.73,1420,"Hexagon Grid, Line of Sight",Wargames,5.92731
178134,London Dread,2016,2,4,90,14,901,6.72,2827,2.93,1948,"Cooperative Game, Simultaneous Action Selection, Variable Player Powers",Thematic Games,5.80751
66855,The Dark Valley,2013,1,2,500,0,389,7.94,2828,3.38,1587,"Chit-Pull System, Hexagon Grid, Simulation",Wargames,5.88359
29663,Star Fleet Battles: Captain's Edition Basic Set,1990,1,6,180,12,483,7.48,2829,4.25,1180,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames,5.85112
202755,Guildhall Fantasy: Fellowship,2016,2,4,45,10,565,7.13,2830,2.0,-1,"Hand Management, Take That, Set Collection",Unknown,5.85296
74390,Rolling Freight,2012,2,5,180,13,727,6.8,2831,3.0,1118,"Action Points, Card Drafting, Dice Rolling, Network and Route Building, Pick-up and Deliver, Simulation",Strategy Games,5.82235
3837,Rat-a-Tat Cat,1995,2,6,10,6,2865,6.22,2832,1.12,5778,"Card Drafting, Memory, Take That","Children's Games, Family Games",5.94191
68247,The Mines of Zavandor,2010,2,4,90,10,969,6.59,2833,2.6,1836,"Auction/Bidding, Trading",Strategy Games,5.82929
255907,Trogdor!! The Board Game,2019,1,6,60,14,658,7.03,2834,1.76,2269,"Action Retrieval, Action/Event, Area Majority / Influence, Area Movement, Cooperative Game, Finale Ending, Grid Movement","Family Games, Thematic Games",5.9534
244330,Scarabya,2018,1,4,20,8,928,6.64,2835,1.23,1604,"Enclosure, Solo / Solitaire Game, Tile Placement",Unknown,5.87267
149787,Perdition's Mouth: Abyssal Rift,2016,1,6,180,10,537,7.56,2836,3.85,1199,"Action Points, Campaign / Battle Card Driven, Card Play Conflict Resolution, Cooperative Game, Hand Management, Rondel, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers","Strategy Games, Thematic Games",5.84683
245197,Deadwood 1876,2018,2,9,40,13,1029,6.65,2838,1.84,3846,"Card Drafting, Dice Rolling, Hand Management, Team-Based Game","Party Games, Thematic Games",5.93513
266179,Space Gate Odyssey,2019,2,4,90,12,566,7.14,2839,2.85,1392,"Follow, Network and Route Building, Tile Placement",Strategy Games,5.94633
7349,The Korean War June 1950-May 1951,1986,1,2,960,15,412,7.64,2840,3.66,1197,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation, Zone of Control",Wargames,5.85782
295564,Unmatched Game System,2019,2,4,40,9,266,8.61,2842,2.0,256,"Action Points, Card Play Conflict Resolution, Line of Sight, Point to Point Movement, Take That, Team-Based Game, Variable Player Powers",Unknown,6.90757
241590,Smart10,2017,2,8,120,10,446,7.46,2843,1.31,919,Push Your Luck,Unknown,6.72384
31133,Ice Flow,2008,2,4,75,11,1378,6.41,2844,2.15,1658,"Bias, Grid Movement, Hexagon Grid, Race, Resource to Move, Tile Placement, Variable Set-up","Family Games, Strategy Games",5.82619
303051,Godzilla: Tokyo Clash,2020,2,4,45,10,468,7.59,2845,2.07,1879,"Card Play Conflict Resolution, Hand Management, Hexagon Grid, Modular Board, Variable Player Powers",Unknown,6.1257
42743,Opera,2009,2,4,90,12,1001,6.62,2846,3.23,1215,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track, Trading, Variable Phase Order",Strategy Games,5.81451
943,Ligretto,1988,2,4,10,8,3502,6.18,2847,1.19,6549,Pattern Building,Family Games,5.91944
21892,Augsburg 1520,2006,2,5,75,12,1229,6.44,2848,2.67,1993,Auction/Bidding,Strategy Games,5.82826
371,Mystery Rummy: Murders in the Rue Morgue,1999,2,4,40,8,805,6.73,2849,1.71,1677,"Hand Management, Set Collection, Team-Based Game",Family Games,5.83518
135116,Rent a Hero,2012,3,5,30,8,1581,6.35,2850,1.48,3536,"Hand Management, Set Collection, Take That",Family Games,5.845
32014,Confucius,2008,3,5,100,12,698,6.83,2851,3.71,823,"Action Points, Area Majority / Influence",Strategy Games,5.81385
75547,Shipwrights of the North Sea,2014,2,5,60,10,1402,6.42,2852,2.29,3326,"Card Drafting, Commodity Speculation, Hand Management, Trading",Strategy Games,5.8615
20609,Asia Engulfed,2007,2,2,480,12,418,7.56,2853,3.79,1548,"Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment, Simulation",Wargames,5.80365
176803,Overseers,2015,3,6,45,12,943,6.69,2854,2.04,2089,"Card Drafting, Set Collection, Variable Player Powers, Voting",Unknown,5.84978
10819,Navia Dratp,2004,2,2,30,8,571,7.17,2855,2.89,1000,"Grid Movement, Square Grid","Abstract Games, Customizable Games",5.80961
13883,Jenseits von Theben,2004,2,4,75,10,544,7.13,2856,2.43,520,Time Track,Strategy Games,5.80349
6795,Battleball,2003,2,2,45,8,2068,6.27,2857,1.51,3806,"Dice Rolling, Different Dice Movement, Roll / Spin and Move","Family Games, Thematic Games",5.86143
31503,Slide 5,2007,2,10,30,8,1046,6.53,2858,1.29,1320,Simultaneous Action Selection,Family Games,5.82948
38194,Cheaty Mages!,2008,3,6,30,12,1911,6.26,2859,1.58,3420,"Betting and Bluffing, Hand Management, Take That",Family Games,5.85018
135654,New Dawn,2014,2,4,120,12,687,6.89,2860,3.03,2076,"Area Majority / Influence, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers",Strategy Games,5.81845
136440,Canterbury,2013,2,4,90,10,626,6.96,2861,3.09,968,"Area Majority / Influence, Tile Placement",Strategy Games,5.81721
85,Quebec 1759,1972,2,2,60,12,686,6.94,2862,2.15,1264,"Dice Rolling, Point to Point Movement, Secret Unit Deployment, Simulation",Wargames,5.85279
2981,Breaking Away,1991,2,9,90,10,448,7.33,2863,2.28,447,Unknown,Strategy Games,5.81197
66085,Keltis: Das Orakel,2010,2,4,30,10,661,6.89,2864,2.11,929,"Hand Management, Set Collection","Family Games, Strategy Games",5.83359
234248,Voodoo Prince,2017,2,5,20,8,575,7.02,2865,1.67,980,Trick-taking,Family Games,6.042
215308,Indulgence,2017,3,4,60,14,698,6.82,2866,1.89,1570,Trick-taking,"Family Games, Strategy Games",5.86511
9408,Dos Rios,2004,2,4,70,12,1348,6.42,2867,2.53,2044,"Action Points, Modular Board",Strategy Games,5.84037
216381,Hand of Fate: Ordeals,2018,1,4,120,14,548,7.34,2868,3.0,1522,"Cooperative Game, Deck Bag and Pool Building, Modular Board, Team-Based Game",Thematic Games,5.88155
24070,Afrika: 2nd Edition,2006,2,2,360,14,404,7.56,2869,2.72,958,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.80994
5684,18EU,2001,2,6,300,14,375,7.59,2870,4.22,417,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement",Strategy Games,5.81804
226631,War of the Worlds: The New Wave,2019,2,2,60,0,556,7.26,2871,2.22,1392,"Area Movement, Card Drafting, Deck Bag and Pool Building, Hand Management","Thematic Games, Wargames",5.90523
9028,Tongiaki: Journey into the Unknown,2004,2,6,45,10,2285,6.23,2872,1.96,2643,"Area Majority / Influence, Point to Point Movement, Take That, Tile Placement","Family Games, Strategy Games",5.84347
252688,Enchanters: Overlords,2018,2,4,60,14,425,7.55,2873,1.92,1474,"Card Drafting, Set Collection, Take That",Customizable Games,5.86037
237031,D100 Dungeon,2017,1,1,90,10,491,7.76,2874,2.86,1288,"Dice Rolling, Paper-and-Pencil, Role Playing, Solo / Solitaire Game",Thematic Games,5.93476
25584,If Wishes Were Fishes!,2007,2,5,45,10,1136,6.49,2875,1.95,1330,"Area Majority / Influence, Card Drafting, Commodity Speculation, Hand Management, Increase Value of Unchosen Resources","Family Games, Strategy Games",5.83194
